Date,Temp_C,Dew Point Temp_C,Rel Hum_%,Wind Speed_km/h,Visibility_km,Press_kPa,Weather,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),TempHighF,TempAvgF,TempLowF,DewPointHighF,DewPointAvgF,DewPointLowF,HumidityHighPercent,HumidityAvgPercent,HumidityLowPercent,SeaLevelPressureHighInches,SeaLevelPressureAvgInches,SeaLevelPressureLowInches,VisibilityHighMiles,VisibilityAvgMiles,VisibilityLowMiles,WindHighMPH,WindAvgMPH,WindGustMPH,PrecipitationSumInches,Events,Alerta_Consumo_Critico,Alerta_Temp_Extrema
2018-03-28,-0.3,-3.5,79.0,20.0,24.1,100.51,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,-0.3,-3.5,79.0,20.0,24.1,100.51,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,-0.3,-3.5,79.0,20.0,24.1,100.51,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.5,-2.7,79.0,22.0,24.1,100.4,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.5,-2.7,79.0,22.0,24.1,100.4,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.5,-2.7,79.0,22.0,24.1,100.4,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.5,-2.7,79.0,22.0,24.1,100.4,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-2.9,76.0,19.0,8.0,100.25,"Snow,Ice Pellets",2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-2.9,76.0,19.0,8.0,100.25,"Snow,Ice Pellets",2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-2.9,76.0,19.0,8.0,100.25,"Snow,Ice Pellets",2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-2.9,76.0,19.0,8.0,100.25,"Snow,Ice Pellets",2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.1,-3.3,67.0,15.0,48.3,100.08,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.1,-3.3,67.0,15.0,48.3,100.08,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.1,-3.3,67.0,15.0,48.3,100.08,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.1,-3.3,67.0,15.0,48.3,100.08,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.3,-3.3,66.0,11.0,48.3,99.94,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.3,-3.3,66.0,11.0,48.3,99.94,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.3,-3.3,66.0,11.0,48.3,99.94,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.3,-3.3,66.0,11.0,48.3,99.94,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.8,-2.1,70.0,13.0,48.3,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.8,-2.1,70.0,13.0,48.3,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.8,-2.1,70.0,13.0,48.3,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.8,-2.1,70.0,13.0,48.3,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,3.8,-3.2,60.0,7.0,48.3,99.64,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,3.8,-3.2,60.0,7.0,48.3,99.64,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,3.8,-3.2,60.0,7.0,48.3,99.64,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,3.8,-3.2,60.0,7.0,48.3,99.64,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.3,-2.9,59.0,9.0,48.3,99.51,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.3,-2.9,59.0,9.0,48.3,99.51,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.3,-2.9,59.0,9.0,48.3,99.51,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.3,-2.9,59.0,9.0,48.3,99.51,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.4,-1.2,67.0,13.0,24.1,99.45,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.4,-1.2,67.0,13.0,24.1,99.45,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.4,-1.2,67.0,13.0,24.1,99.45,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,4.4,-1.2,67.0,13.0,24.1,99.45,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-28,2.5,0.6,87.0,19.0,19.3,99.42,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.5,0.6,87.0,19.0,19.3,99.42,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.5,0.6,87.0,19.0,19.3,99.42,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.5,0.6,87.0,19.0,19.3,99.42,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.2,0.7,90.0,20.0,12.9,99.48,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.2,0.7,90.0,20.0,12.9,99.48,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.2,0.7,90.0,20.0,12.9,99.48,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,2.2,0.7,90.0,20.0,12.9,99.48,Rain,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.5,0.2,91.0,19.0,16.1,99.53,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.5,0.2,91.0,19.0,16.1,99.53,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.5,0.2,91.0,19.0,16.1,99.53,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.5,0.2,91.0,19.0,16.1,99.53,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,13.0,16.1,99.63,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,13.0,16.1,99.63,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,13.0,16.1,99.63,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,13.0,16.1,99.63,Drizzle,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,11.0,12.9,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,11.0,12.9,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,11.0,12.9,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.3,-0.2,90.0,11.0,12.9,99.74,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.2,-0.3,90.0,13.0,9.7,99.86,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.2,-0.3,90.0,13.0,9.7,99.86,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.2,-0.3,90.0,13.0,9.7,99.86,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.2,-0.3,90.0,13.0,9.7,99.86,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.5,90.0,15.0,9.7,99.92,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.5,90.0,15.0,9.7,99.92,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.5,90.0,15.0,9.7,99.92,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.5,90.0,15.0,9.7,99.92,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.7,88.0,13.0,9.7,99.95,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.7,88.0,13.0,9.7,99.95,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.7,88.0,13.0,9.7,99.95,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-0.7,88.0,13.0,9.7,99.95,Fog,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-1.0,88.0,17.0,11.3,99.99,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-1.0,88.0,17.0,11.3,99.99,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-1.0,88.0,17.0,11.3,99.99,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,0.8,-1.0,88.0,17.0,11.3,99.99,Cloudy,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-28,1.0,-10.8,41.0,6.0,16.1,101.58,Snow,2368.05,948.04,278.23,1.01,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-1.2,88.0,15.0,12.9,100.05,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-1.2,88.0,15.0,12.9,100.05,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-1.2,88.0,15.0,12.9,100.05,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.5,86.0,11.0,12.9,100.12,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.5,86.0,11.0,12.9,100.12,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.5,86.0,11.0,12.9,100.12,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.5,86.0,11.0,12.9,100.12,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.4,-1.8,85.0,17.0,25.0,100.15,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.4,-1.8,85.0,17.0,25.0,100.15,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.4,-1.8,85.0,17.0,25.0,100.15,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.4,-1.8,85.0,17.0,25.0,100.15,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.9,84.0,11.0,25.0,100.19,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.9,84.0,11.0,25.0,100.19,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.9,84.0,11.0,25.0,100.19,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.5,-1.9,84.0,11.0,25.0,100.19,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,11.0,25.0,100.27,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,11.0,25.0,100.27,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,11.0,25.0,100.27,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,11.0,25.0,100.27,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,9.0,25.0,100.35,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,9.0,25.0,100.35,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,9.0,25.0,100.35,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-2.1,82.0,9.0,25.0,100.35,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.7,-1.9,83.0,6.0,24.1,100.44,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.7,-1.9,83.0,6.0,24.1,100.44,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.7,-1.9,83.0,6.0,24.1,100.44,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.7,-1.9,83.0,6.0,24.1,100.44,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-1.6,84.0,7.0,24.1,100.52,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-1.6,84.0,7.0,24.1,100.52,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-1.6,84.0,7.0,24.1,100.52,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-1.6,84.0,7.0,24.1,100.52,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.5,-1.1,83.0,6.0,16.1,100.59,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.5,-1.1,83.0,6.0,16.1,100.59,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.5,-1.1,83.0,6.0,16.1,100.59,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.5,-1.1,83.0,6.0,16.1,100.59,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.5,-1.2,77.0,9.0,24.1,100.64,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.5,-1.2,77.0,9.0,24.1,100.64,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.5,-1.2,77.0,9.0,24.1,100.64,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.5,-1.2,77.0,9.0,24.1,100.64,Snow,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,3.2,-2.4,67.0,13.0,24.1,100.7,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.2,-2.4,67.0,13.0,24.1,100.7,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.2,-2.4,67.0,13.0,24.1,100.7,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.2,-2.4,67.0,13.0,24.1,100.7,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.6,-2.2,66.0,9.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.6,-2.2,66.0,9.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.6,-2.2,66.0,9.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.6,-2.2,66.0,9.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.2,64.0,6.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.2,64.0,6.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.2,64.0,6.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.2,64.0,6.0,24.1,100.71,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.2,-2.5,62.0,13.0,24.1,100.72,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.2,-2.5,62.0,13.0,24.1,100.72,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.2,-2.5,62.0,13.0,24.1,100.72,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.2,-2.5,62.0,13.0,24.1,100.72,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.0,-2.8,61.0,15.0,24.1,100.76,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.0,-2.8,61.0,15.0,24.1,100.76,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.0,-2.8,61.0,15.0,24.1,100.76,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.0,-2.8,61.0,15.0,24.1,100.76,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.1,-3.5,58.0,19.0,24.1,100.81,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.1,-3.5,58.0,19.0,24.1,100.81,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.1,-3.5,58.0,19.0,24.1,100.81,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,4.1,-3.5,58.0,19.0,24.1,100.81,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.8,62.0,13.0,24.1,100.87,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.8,62.0,13.0,24.1,100.87,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.8,62.0,13.0,24.1,100.87,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.9,-2.8,62.0,13.0,24.1,100.87,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.5,-4.1,57.0,24.0,24.1,100.92,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.5,-4.1,57.0,24.0,24.1,100.92,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.5,-4.1,57.0,24.0,24.1,100.92,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.5,-4.1,57.0,24.0,24.1,100.92,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.4,-5.6,52.0,20.0,24.1,100.97,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.4,-5.6,52.0,20.0,24.1,100.97,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.4,-5.6,52.0,20.0,24.1,100.97,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,3.4,-5.6,52.0,20.0,24.1,100.97,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,0
2018-03-29,2.9,-5.6,54.0,19.0,25.0,101.01,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.9,-5.6,54.0,19.0,25.0,101.01,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.9,-5.6,54.0,19.0,25.0,101.01,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.9,-5.6,54.0,19.0,25.0,101.01,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.2,-4.7,60.0,19.0,25.0,101.07,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.2,-4.7,60.0,19.0,25.0,101.07,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.2,-4.7,60.0,19.0,25.0,101.07,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,2.2,-4.7,60.0,19.0,25.0,101.07,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.9,-6.3,55.0,24.0,25.0,101.11,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.9,-6.3,55.0,24.0,25.0,101.11,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.9,-6.3,55.0,24.0,25.0,101.11,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.9,-6.3,55.0,24.0,25.0,101.11,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.4,-7.4,52.0,17.0,25.0,101.14,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.4,-7.4,52.0,17.0,25.0,101.14,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.4,-7.4,52.0,17.0,25.0,101.14,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,1.4,-7.4,52.0,17.0,25.0,101.14,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-8.2,51.0,24.0,25.0,101.17,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-8.2,51.0,24.0,25.0,101.17,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-8.2,51.0,24.0,25.0,101.17,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.8,-8.2,51.0,24.0,25.0,101.17,Mostly Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-29,0.6,-1.2,88.0,15.0,12.9,100.05,Cloudy,3185.04,1537.63,208.38,1.33,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-30,0.1,-9.1,50.0,19.0,25.0,101.18,Mostly Cloudy,2474.34,1393.41,475.97,1.04,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-30,0.1,-9.1,50.0,19.0,25.0,101.18,Mostly Cloudy,2474.34,1393.41,475.97,1.04,,,,,,,,,,,,,,,,,,,,,0,1
2018-03-30,0.1,-9.1,50.0,19.0,25.0,101.18,Mostly Cloudy,2474.34,1393.41,475.97,1.04,,,,,,,,,,,,,,,,,,,,,0,1
